SOCCode	Element_ID	Element_Name	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
27-4013	2.C.1.c	Economics and Accounting	17.749044411	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.C.1.d	Sales and Marketing	20.468791174	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.C.1.e	Customer and Personal Service	79.804763595	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.C.1.f	Personnel and Human Resources	40.00928473	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.C.10	Transportation	49.719210465	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.C.2.a	Production and Processing	18.285825492	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.C.2.b	Food Production	4.5825756007	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.C.3.a	Computers and Electronics	66.731015355	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.C.3.b	Engineering and Technology	27.008464036	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.C.3.c	Design	15.472556541	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.C.3.d	Building and Construction	9.7189062633	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.C.3.e	Mechanical	21.977260574	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.C.4.a	Mathematics	30.835971237	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.C.4.b	Physics	24.811287937	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.C.4.c	Chemistry	18.128115249	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.C.4.d	Biology	22.459487725	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.C.4.e	Psychology	52.527815691	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.C.4.f	Sociology and Anthropology	31.870271989	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.C.4.g	Geography	43.356329846	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.C.5.a	Medicine and Dentistry	27.077666143	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.C.5.b	Therapy and Counseling	28.344815605	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.C.6	Education and Training	44.472142019	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.C.7.a	English Language	62.65209929	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.C.7.b	Foreign Language	16.724661051	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.C.7.c	Fine Arts	3.8172540544	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.C.7.d	History and Archeology	15.708050676	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.C.7.e	Philosophy and Theology	32.001785308	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.C.8.a	Public Safety and Security	67.601988446	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.C.8.b	Law and Government	46.582031821	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.C.9.a	Telecommunications	60.886311253	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.C.9.b	Communications and Media	61.062029519	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4014	2.C.1.a	Administration and Management	50.256485276	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.1.b	Clerical	44.341531627	13840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.C.1.c	Economics and Accounting	27.514152999	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.1.d	Sales and Marketing	41.193618425	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.1.e	Customer and Personal Service	67.536022088	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.1.f	Personnel and Human Resources	33.802366788	13840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.C.10	Transportation	24.908977246	13840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.C.2.a	Production and Processing	50.668671717	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.2.b	Food Production	7.6922967728	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.3.a	Computers and Electronics	79.162762777	13840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.C.3.b	Engineering and Technology	65.710405323	13840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.C.3.c	Design	33.551666159	13840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.C.3.d	Building and Construction	29.563007806	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.3.e	Mechanical	45.965204736	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.4.a	Mathematics	40.375735021	13840	Arts, design, entertainment, sports, and media	53330	3	Sound Engineering Technicians	3	1
27-4014	2.C.4.b	Physics	38.128354345	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.4.c	Chemistry	13.423859316	13840	Arts, design, entertainment, sports, and media	53330	3	Sound Engineering Technicians	3	1
27-4014	2.C.4.d	Biology	8.944271929	13840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.C.4.e	Psychology	52.054642327	13840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.C.4.f	Sociology and Anthropology	34.867914973	13840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.C.4.g	Geography	19.146801349	13840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.C.5.a	Medicine and Dentistry	9.4657276933	13840	Arts, design, entertainment, sports, and media	53330	3	Sound Engineering Technicians	3	1
27-4014	2.C.5.b	Therapy and Counseling	23.250807241	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.6	Education and Training	39.360967588	13840	Arts, design, entertainment, sports, and media	53330	3	Sound Engineering Technicians	3	1
27-4014	2.C.7.a	English Language	54.932686085	13840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.C.7.b	Foreign Language	25.14245116	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.7.c	Fine Arts	66.533772884	13840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.C.7.d	History and Archeology	18.942017028	13840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.C.7.e	Philosophy and Theology	24.053511808	13840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.C.8.a	Public Safety and Security	19.549936533	13840	Arts, design, entertainment, sports, and media	53330	3	Sound Engineering Technicians	3	1
27-4014	2.C.8.b	Law and Government	20.27102062	13840	Arts, design, entertainment, sports, and media	53330	3	Sound Engineering Technicians	3	1
27-4014	2.C.9.a	Telecommunications	50.42448415	13840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.C.9.b	Communications and Media	67.558226859	13840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4021	2.C.1.a	Administration and Management	56.23928513	50070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4021	2.C.1.b	Clerical	49.598387455	50070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.C.1.c	Economics and Accounting	43.157519907	50070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4021	2.C.1.d	Sales and Marketing	76.19804999	50070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4021	2.C.1.e	Customer and Personal Service	79.145434583	50070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4021	2.C.1.f	Personnel and Human Resources	36.015869367	50070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.C.10	Transportation	25.273362594	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.2.a	Production and Processing	47.396203487	50070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.C.2.b	Food Production	5.9713600421	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.3.a	Computers and Electronics	72.26617559	50070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4021	2.C.3.b	Engineering and Technology	25.975813328	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.3.c	Design	46.283598055	50070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.C.3.d	Building and Construction	20.970727649	50070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.C.3.e	Mechanical	37.186787794	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.4.a	Mathematics	38.873422124	50070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.C.4.b	Physics	25.549950812	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.4.c	Chemistry	22.147556929	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.4.d	Biology	7.8558442631	50070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.C.4.e	Psychology	55.91830667	50070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4021	2.C.4.f	Sociology and Anthropology	33.806170189	50070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.C.4.g	Geography	27.04282359	50070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.C.5.a	Medicine and Dentistry	8.5790443319	50070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.C.5.b	Therapy and Counseling	14.760952521	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.6	Education and Training	38.364045357	50070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.C.7.a	English Language	58.9282858	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.7.b	Foreign Language	17.675649291	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.7.c	Fine Arts	69.488334027	50070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4021	2.C.7.d	History and Archeology	21.614810066	50070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4021	2.C.7.e	Philosophy and Theology	25.354627642	50070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.C.8.a	Public Safety and Security	26.71436164	50070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.C.8.b	Law and Government	30.834118189	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.9.a	Telecommunications	27.617799191	50070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.C.9.b	Communications and Media	57.939624773	50070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4031	2.C.1.a	Administration and Management	40.970371739	20060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.1.b	Clerical	35.037123954	20060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.1.c	Economics and Accounting	18.516402133	20060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.1.d	Sales and Marketing	33.019473444	20060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.1.e	Customer and Personal Service	35.883542475	20060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.1.f	Personnel and Human Resources	27.414281733	20060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.10	Transportation	34.549342903	20060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.2.a	Production and Processing	32.665839623	20060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.2.b	Food Production	5.4772254915	20060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.3.a	Computers and Electronics	77.359271514	20060	Arts, design, entertainment, sports, and media	49080	0	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.3.b	Engineering and Technology	56.709282003	20060	Arts, design, entertainment, sports, and media	49080	0	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.3.c	Design	23.49468082	20060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.3.d	Building and Construction	17.390474096	20060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.C.3.e	Mechanical	41.151984176	20060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
