SOCCode	Element_ID	Element_Name	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
27-3031	2.C.4.c	Chemistry	13.575187249	218910	Arts, design, entertainment, sports, and media	56770	2	Public Relations Specialists	4	1
27-3031	2.C.4.d	Biology	15.34926739	218910	Arts, design, entertainment, sports, and media	56770	2	Public Relations Specialists	4	1
27-3031	2.C.4.e	Psychology	41.763276874	218910	Arts, design, entertainment, sports, and media	56770	2	Public Relations Specialists	4	1
27-3031	2.C.4.f	Sociology and Anthropology	54.381982218	218910	Arts, design, entertainment, sports, and media	56770	0	Public Relations Specialists	4	1
27-3031	2.C.4.g	Geography	41.887945932	218910	Arts, design, entertainment, sports, and media	56770	1	Public Relations Specialists	4	1
27-3031	2.C.5.a	Medicine and Dentistry	15.339956709	218910	Arts, design, entertainment, sports, and media	56770	2	Public Relations Specialists	4	1
27-3031	2.C.5.b	Therapy and Counseling	26.029652692	218910	Arts, design, entertainment, sports, and media	56770	1	Public Relations Specialists	4	1
27-3031	2.C.6	Education and Training	52.942556007	218910	Arts, design, entertainment, sports, and media	56770	2	Public Relations Specialists	4	1
27-3031	2.C.7.a	English Language	86.910133923	218910	Arts, design, entertainment, sports, and media	56770	0	Public Relations Specialists	4	1
27-3031	2.C.7.b	Foreign Language	25.787594333	218910	Arts, design, entertainment, sports, and media	56770	1	Public Relations Specialists	4	1
27-3031	2.C.7.c	Fine Arts	34.129166119	218910	Arts, design, entertainment, sports, and media	56770	0	Public Relations Specialists	4	1
27-3031	2.C.7.d	History and Archeology	33.466401387	218910	Arts, design, entertainment, sports, and media	56770	0	Public Relations Specialists	4	1
27-3031	2.C.7.e	Philosophy and Theology	36.174181494	218910	Arts, design, entertainment, sports, and media	56770	0	Public Relations Specialists	4	1
27-3031	2.C.8.a	Public Safety and Security	35.810613002	218910	Arts, design, entertainment, sports, and media	56770	2	Public Relations Specialists	4	1
27-3031	2.C.8.b	Law and Government	46.144184295	218910	Arts, design, entertainment, sports, and media	56770	2	Public Relations Specialists	4	1
27-3031	2.C.9.a	Telecommunications	31.327760135	218910	Arts, design, entertainment, sports, and media	56770	2	Public Relations Specialists	4	1
27-3031	2.C.9.b	Communications and Media	88.285252303	218910	Arts, design, entertainment, sports, and media	56770	0	Public Relations Specialists	4	1
27-3041	2.C.1.a	Administration and Management	53.707141174	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.1.b	Clerical	56.870531257	96690	Arts, design, entertainment, sports, and media	56010	1	Editors	4	1
27-3041	2.C.1.c	Economics and Accounting	20.12887055	96690	Arts, design, entertainment, sports, and media	56010	3	Editors	4	1
27-3041	2.C.1.d	Sales and Marketing	25.616959248	96690	Arts, design, entertainment, sports, and media	56010	3	Editors	4	1
27-3041	2.C.1.e	Customer and Personal Service	50.129261892	96690	Arts, design, entertainment, sports, and media	56010	3	Editors	4	1
27-3041	2.C.1.f	Personnel and Human Resources	30.854497974	96690	Arts, design, entertainment, sports, and media	56010	3	Editors	4	1
27-3041	2.C.10	Transportation	35.301558576	96690	Arts, design, entertainment, sports, and media	56010	1	Editors	4	1
27-3041	2.C.2.a	Production and Processing	29.141035601	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.2.b	Food Production	2.9423022588	96690	Arts, design, entertainment, sports, and media	56010	3	Editors	4	1
27-3041	2.C.3.a	Computers and Electronics	61.652947225	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.3.b	Engineering and Technology	24.494897915	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.3.c	Design	34.871191404	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.3.d	Building and Construction	3.8172540544	96690	Arts, design, entertainment, sports, and media	56010	3	Editors	4	1
27-3041	2.C.3.e	Mechanical	16.787750999	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.4.a	Mathematics	40.46550524	96690	Arts, design, entertainment, sports, and media	56010	3	Editors	4	1
27-3041	2.C.4.b	Physics	17.143095259	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.4.c	Chemistry	18.942017028	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.4.d	Biology	20.835409616	96690	Arts, design, entertainment, sports, and media	56010	1	Editors	4	1
27-3041	2.C.4.e	Psychology	37.086001357	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.4.f	Sociology and Anthropology	35.447748657	96690	Arts, design, entertainment, sports, and media	56010	1	Editors	4	1
27-3041	2.C.4.g	Geography	49.983997456	96690	Arts, design, entertainment, sports, and media	56010	0	Editors	4	1
27-3041	2.C.5.a	Medicine and Dentistry	20.228692321	96690	Arts, design, entertainment, sports, and media	56010	1	Editors	4	1
27-3041	2.C.5.b	Therapy and Counseling	19.180347261	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.6	Education and Training	52.176621553	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.7.a	English Language	86.964033573	96690	Arts, design, entertainment, sports, and media	56010	0	Editors	4	1
27-3041	2.C.7.b	Foreign Language	28.79285584	96690	Arts, design, entertainment, sports, and media	56010	0	Editors	4	1
27-3041	2.C.7.c	Fine Arts	41.151984176	96690	Arts, design, entertainment, sports, and media	56010	0	Editors	4	1
27-3041	2.C.7.d	History and Archeology	45.512320586	96690	Arts, design, entertainment, sports, and media	56010	0	Editors	4	1
27-3041	2.C.7.e	Philosophy and Theology	35.206331223	96690	Arts, design, entertainment, sports, and media	56010	1	Editors	4	1
27-3041	2.C.8.a	Public Safety and Security	36.595083007	96690	Arts, design, entertainment, sports, and media	56010	2	Editors	4	1
27-3041	2.C.8.b	Law and Government	48.653879514	96690	Arts, design, entertainment, sports, and media	56010	1	Editors	4	1
27-3041	2.C.9.a	Telecommunications	35.394914246	96690	Arts, design, entertainment, sports, and media	56010	1	Editors	4	1
27-3041	2.C.9.b	Communications and Media	86.934457572	96690	Arts, design, entertainment, sports, and media	56010	0	Editors	4	1
27-3042	2.C.1.a	Administration and Management	59.466196448	49770	Arts, design, entertainment, sports, and media	70240	2	Technical Writers	4	1
27-3042	2.C.1.b	Clerical	74.381257834	49770	Arts, design, entertainment, sports, and media	70240	0	Technical Writers	4	1
27-3042	2.C.1.c	Economics and Accounting	22.29670065	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.1.d	Sales and Marketing	28.323639519	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.1.e	Customer and Personal Service	46.868813335	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.1.f	Personnel and Human Resources	23.126978428	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.10	Transportation	28.669545511	49770	Arts, design, entertainment, sports, and media	70240	2	Technical Writers	4	1
27-3042	2.C.2.a	Production and Processing	52.226157102	49770	Arts, design, entertainment, sports, and media	70240	0	Technical Writers	4	1
27-3042	2.C.2.b	Food Production	0	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.3.a	Computers and Electronics	77.18141965	49770	Arts, design, entertainment, sports, and media	70240	0	Technical Writers	4	1
27-3042	2.C.3.b	Engineering and Technology	51.474266666	49770	Arts, design, entertainment, sports, and media	70240	1	Technical Writers	4	1
27-3042	2.C.3.c	Design	42.877567938	49770	Arts, design, entertainment, sports, and media	70240	1	Technical Writers	4	1
27-3042	2.C.3.d	Building and Construction	16.60980761	49770	Arts, design, entertainment, sports, and media	70240	2	Technical Writers	4	1
27-3042	2.C.3.e	Mechanical	48.341641552	49770	Arts, design, entertainment, sports, and media	70240	0	Technical Writers	4	1
27-3042	2.C.4.a	Mathematics	53.035836717	49770	Arts, design, entertainment, sports, and media	70240	2	Technical Writers	4	1
27-3042	2.C.4.b	Physics	26.029652692	49770	Arts, design, entertainment, sports, and media	70240	1	Technical Writers	4	1
27-3042	2.C.4.c	Chemistry	26.44671171	49770	Arts, design, entertainment, sports, and media	70240	1	Technical Writers	4	1
27-3042	2.C.4.d	Biology	15.110072174	49770	Arts, design, entertainment, sports, and media	70240	2	Technical Writers	4	1
27-3042	2.C.4.e	Psychology	28.710873801	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.4.f	Sociology and Anthropology	15.823129398	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.4.g	Geography	14.874714951	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.5.a	Medicine and Dentistry	23.782346513	49770	Arts, design, entertainment, sports, and media	70240	1	Technical Writers	4	1
27-3042	2.C.5.b	Therapy and Counseling	8.4633666423	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.6	Education and Training	61.063902632	49770	Arts, design, entertainment, sports, and media	70240	1	Technical Writers	4	1
27-3042	2.C.7.a	English Language	86.066251971	49770	Arts, design, entertainment, sports, and media	70240	0	Technical Writers	4	1
27-3042	2.C.7.b	Foreign Language	9.5003759469	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.7.c	Fine Arts	8.5790443319	49770	Arts, design, entertainment, sports, and media	70240	2	Technical Writers	4	1
27-3042	2.C.7.d	History and Archeology	8.8640527003	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.7.e	Philosophy and Theology	5.3984124548	49770	Arts, design, entertainment, sports, and media	70240	3	Technical Writers	4	1
27-3042	2.C.8.a	Public Safety and Security	56.78329757	49770	Arts, design, entertainment, sports, and media	70240	0	Technical Writers	4	1
27-3042	2.C.8.b	Law and Government	35.25823054	49770	Arts, design, entertainment, sports, and media	70240	2	Technical Writers	4	1
27-3042	2.C.9.a	Telecommunications	41.325883476	49770	Arts, design, entertainment, sports, and media	70240	0	Technical Writers	4	1
27-3042	2.C.9.b	Communications and Media	62.226545204	49770	Arts, design, entertainment, sports, and media	70240	0	Technical Writers	4	1
27-3043	2.C.1.a	Administration and Management	43.562311404	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.1.b	Clerical	54.438737762	43380	Arts, design, entertainment, sports, and media	60250	2	Writers and Authors	4	1
27-3043	2.C.1.c	Economics and Accounting	29.881449974	43380	Arts, design, entertainment, sports, and media	60250	2	Writers and Authors	4	1
27-3043	2.C.1.d	Sales and Marketing	70.517759304	43380	Arts, design, entertainment, sports, and media	60250	0	Writers and Authors	4	1
27-3043	2.C.1.e	Customer and Personal Service	52.584924165	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.1.f	Personnel and Human Resources	27.289581202	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.10	Transportation	19.817522593	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.2.a	Production and Processing	30.307420109	43380	Arts, design, entertainment, sports, and media	60250	2	Writers and Authors	4	1
27-3043	2.C.2.b	Food Production	2.1010201077	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.3.a	Computers and Electronics	55.569936201	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.3.b	Engineering and Technology	22.736377535	43380	Arts, design, entertainment, sports, and media	60250	2	Writers and Authors	4	1
27-3043	2.C.3.c	Design	26.17667289	43380	Arts, design, entertainment, sports, and media	60250	2	Writers and Authors	4	1
27-3043	2.C.3.d	Building and Construction	7.9784090378	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.3.e	Mechanical	14.680563468	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.4.a	Mathematics	30.688314244	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.4.b	Physics	11.167554535	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.4.c	Chemistry	12.826558778	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.4.d	Biology	9.5552786464	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.4.e	Psychology	45.385401529	43380	Arts, design, entertainment, sports, and media	60250	1	Writers and Authors	4	1
27-3043	2.C.4.f	Sociology and Anthropology	47.790307638	43380	Arts, design, entertainment, sports, and media	60250	0	Writers and Authors	4	1
27-3043	2.C.4.g	Geography	30.576764118	43380	Arts, design, entertainment, sports, and media	60250	2	Writers and Authors	4	1
27-3043	2.C.5.a	Medicine and Dentistry	15.328554601	43380	Arts, design, entertainment, sports, and media	60250	2	Writers and Authors	4	1
27-3043	2.C.5.b	Therapy and Counseling	20.015524521	43380	Arts, design, entertainment, sports, and media	60250	1	Writers and Authors	4	1
27-3043	2.C.6	Education and Training	36.287625401	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.7.a	English Language	86.239757709	43380	Arts, design, entertainment, sports, and media	60250	0	Writers and Authors	4	1
27-3043	2.C.7.b	Foreign Language	28.094954844	43380	Arts, design, entertainment, sports, and media	60250	0	Writers and Authors	4	1
27-3043	2.C.7.c	Fine Arts	49.247834757	43380	Arts, design, entertainment, sports, and media	60250	0	Writers and Authors	4	1
27-3043	2.C.7.d	History and Archeology	34.550632218	43380	Arts, design, entertainment, sports, and media	60250	0	Writers and Authors	4	1
27-3043	2.C.7.e	Philosophy and Theology	41.210842762	43380	Arts, design, entertainment, sports, and media	60250	0	Writers and Authors	4	1
27-3043	2.C.8.a	Public Safety and Security	19.35942223	43380	Arts, design, entertainment, sports, and media	60250	3	Writers and Authors	4	1
27-3043	2.C.8.b	Law and Government	37.810750563	43380	Arts, design, entertainment, sports, and media	60250	2	Writers and Authors	4	1
27-3043	2.C.9.a	Telecommunications	32.948839736	43380	Arts, design, entertainment, sports, and media	60250	1	Writers and Authors	4	1
27-3043	2.C.9.b	Communications and Media	79.962456285	43380	Arts, design, entertainment, sports, and media	60250	0	Writers and Authors	4	1
27-3091	2.C.1.a	Administration and Management	48.346960511	49650	Arts, design, entertainment, sports, and media	44190	3	Interpreters and Translators	4	1
27-3091	2.C.1.b	Clerical	62.170271376	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.1.c	Economics and Accounting	30.514165863	49650	Arts, design, entertainment, sports, and media	44190	2	Interpreters and Translators	4	1
27-3091	2.C.1.d	Sales and Marketing	45.11825843	49650	Arts, design, entertainment, sports, and media	44190	1	Interpreters and Translators	4	1
27-3091	2.C.1.e	Customer and Personal Service	76.688983017	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.1.f	Personnel and Human Resources	41.139482996	49650	Arts, design, entertainment, sports, and media	44190	2	Interpreters and Translators	4	1
27-3091	2.C.10	Transportation	30.482782017	49650	Arts, design, entertainment, sports, and media	44190	1	Interpreters and Translators	4	1
27-3091	2.C.2.a	Production and Processing	29.498668257	49650	Arts, design, entertainment, sports, and media	44190	2	Interpreters and Translators	4	1
27-3091	2.C.2.b	Food Production	13.846093108	49650	Arts, design, entertainment, sports, and media	44190	1	Interpreters and Translators	4	1
27-3091	2.C.3.a	Computers and Electronics	61.661749451	49650	Arts, design, entertainment, sports, and media	44190	2	Interpreters and Translators	4	1
27-3091	2.C.3.b	Engineering and Technology	21.561871492	49650	Arts, design, entertainment, sports, and media	44190	2	Interpreters and Translators	4	1
27-3091	2.C.3.c	Design	18.215378543	49650	Arts, design, entertainment, sports, and media	44190	3	Interpreters and Translators	4	1
27-3091	2.C.3.d	Building and Construction	10.474458822	49650	Arts, design, entertainment, sports, and media	44190	2	Interpreters and Translators	4	1
27-3091	2.C.3.e	Mechanical	18.761662829	49650	Arts, design, entertainment, sports, and media	44190	2	Interpreters and Translators	4	1
27-3091	2.C.4.a	Mathematics	40.054605643	49650	Arts, design, entertainment, sports, and media	44190	3	Interpreters and Translators	4	1
27-3091	2.C.4.b	Physics	25.081011527	49650	Arts, design, entertainment, sports, and media	44190	1	Interpreters and Translators	4	1
27-3091	2.C.4.c	Chemistry	23.676389735	49650	Arts, design, entertainment, sports, and media	44190	2	Interpreters and Translators	4	1
27-3091	2.C.4.d	Biology	26.381811764	49650	Arts, design, entertainment, sports, and media	44190	1	Interpreters and Translators	4	1
27-3091	2.C.4.e	Psychology	53.453585931	49650	Arts, design, entertainment, sports, and media	44190	1	Interpreters and Translators	4	1
27-3091	2.C.4.f	Sociology and Anthropology	52.853706382	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.4.g	Geography	50.828562608	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.5.a	Medicine and Dentistry	29.627689431	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.5.b	Therapy and Counseling	38.019543637	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.6	Education and Training	61.840348784	49650	Arts, design, entertainment, sports, and media	44190	1	Interpreters and Translators	4	1
27-3091	2.C.7.a	English Language	89.955547084	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.7.b	Foreign Language	96.343138525	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.7.c	Fine Arts	30.127347945	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.7.d	History and Archeology	42.480919903	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.7.e	Philosophy and Theology	55.16365409	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.8.a	Public Safety and Security	44.690682608	49650	Arts, design, entertainment, sports, and media	44190	1	Interpreters and Translators	4	1
27-3091	2.C.8.b	Law and Government	61.70158556	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.9.a	Telecommunications	44.710496581	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-3091	2.C.9.b	Communications and Media	59.738955404	49650	Arts, design, entertainment, sports, and media	44190	0	Interpreters and Translators	4	1
27-4011	2.C.1.a	Administration and Management	36.986482946	62460	Arts, design, entertainment, sports, and media	41440	3	Audio and Video Equipment Technicians	3	1
27-4011	2.C.1.b	Clerical	35.213634342	62460	Arts, design, entertainment, sports, and media	41440	3	Audio and Video Equipment Technicians	3	1
27-4011	2.C.1.c	Economics and Accounting	20.61344944	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.1.d	Sales and Marketing	24.784788167	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.1.e	Customer and Personal Service	61.663605037	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.1.f	Personnel and Human Resources	28.226127541	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.10	Transportation	25.266578729	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.2.a	Production and Processing	51.250088567	62460	Arts, design, entertainment, sports, and media	41440	0	Audio and Video Equipment Technicians	3	1
27-4011	2.C.2.b	Food Production	0	62460	Arts, design, entertainment, sports, and media	41440	3	Audio and Video Equipment Technicians	3	1
27-4011	2.C.3.a	Computers and Electronics	72.700557167	62460	Arts, design, entertainment, sports, and media	41440	0	Audio and Video Equipment Technicians	3	1
27-4011	2.C.3.b	Engineering and Technology	54.68141521	62460	Arts, design, entertainment, sports, and media	41440	1	Audio and Video Equipment Technicians	3	1
27-4011	2.C.3.c	Design	43.664958791	62460	Arts, design, entertainment, sports, and media	41440	1	Audio and Video Equipment Technicians	3	1
27-4011	2.C.3.d	Building and Construction	19.442222027	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.3.e	Mechanical	43.358965528	62460	Arts, design, entertainment, sports, and media	41440	1	Audio and Video Equipment Technicians	3	1
27-4011	2.C.4.a	Mathematics	42.088682047	62460	Arts, design, entertainment, sports, and media	41440	3	Audio and Video Equipment Technicians	3	1
27-4011	2.C.4.b	Physics	19.574035083	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.4.c	Chemistry	18.69453687	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.4.d	Biology	5.7718527126	62460	Arts, design, entertainment, sports, and media	41440	3	Audio and Video Equipment Technicians	3	1
27-4011	2.C.4.e	Psychology	37.647991979	62460	Arts, design, entertainment, sports, and media	41440	1	Audio and Video Equipment Technicians	3	1
27-4011	2.C.4.f	Sociology and Anthropology	22.737005828	62460	Arts, design, entertainment, sports, and media	41440	1	Audio and Video Equipment Technicians	3	1
27-4011	2.C.4.g	Geography	26.399675156	62460	Arts, design, entertainment, sports, and media	41440	1	Audio and Video Equipment Technicians	3	1
27-4011	2.C.5.a	Medicine and Dentistry	8.5021004696	62460	Arts, design, entertainment, sports, and media	41440	3	Audio and Video Equipment Technicians	3	1
27-4011	2.C.5.b	Therapy and Counseling	12.149073943	62460	Arts, design, entertainment, sports, and media	41440	3	Audio and Video Equipment Technicians	3	1
27-4011	2.C.6	Education and Training	55.746363466	62460	Arts, design, entertainment, sports, and media	41440	1	Audio and Video Equipment Technicians	3	1
27-4011	2.C.7.a	English Language	58.991767141	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.7.b	Foreign Language	21.480888682	62460	Arts, design, entertainment, sports, and media	41440	1	Audio and Video Equipment Technicians	3	1
27-4011	2.C.7.c	Fine Arts	42.716676092	62460	Arts, design, entertainment, sports, and media	41440	0	Audio and Video Equipment Technicians	3	1
27-4011	2.C.7.d	History and Archeology	24.153083155	62460	Arts, design, entertainment, sports, and media	41440	0	Audio and Video Equipment Technicians	3	1
27-4011	2.C.7.e	Philosophy and Theology	26.790190749	62460	Arts, design, entertainment, sports, and media	41440	1	Audio and Video Equipment Technicians	3	1
27-4011	2.C.8.a	Public Safety and Security	35.85685828	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.8.b	Law and Government	30.541773467	62460	Arts, design, entertainment, sports, and media	41440	2	Audio and Video Equipment Technicians	3	1
27-4011	2.C.9.a	Telecommunications	69.478054304	62460	Arts, design, entertainment, sports, and media	41440	0	Audio and Video Equipment Technicians	3	1
27-4011	2.C.9.b	Communications and Media	72.104685434	62460	Arts, design, entertainment, sports, and media	41440	0	Audio and Video Equipment Technicians	3	1
27-4012	2.C.1.a	Administration and Management	55.777874997	28270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.C.1.b	Clerical	50.097049276	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.1.c	Economics and Accounting	27.671543231	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.1.d	Sales and Marketing	29.227188956	28270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.C.1.e	Customer and Personal Service	49.693921264	28270	Arts, design, entertainment, sports, and media	37490	3	Broadcast Technicians	3	1
27-4012	2.C.1.f	Personnel and Human Resources	33.014282357	28270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.C.10	Transportation	29.548990759	28270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.C.2.a	Production and Processing	47.497668149	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.2.b	Food Production	0	28270	Arts, design, entertainment, sports, and media	37490	3	Broadcast Technicians	3	1
27-4012	2.C.3.a	Computers and Electronics	77.26078163	28270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.C.3.b	Engineering and Technology	69.030426738	28270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.C.3.c	Design	38.935111958	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.3.d	Building and Construction	39.347899545	28270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.C.3.e	Mechanical	57.567847641	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.4.a	Mathematics	57.450350818	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.4.b	Physics	37.751064612	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.4.c	Chemistry	29.147898112	28270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.C.4.d	Biology	14.573948983	28270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.C.4.e	Psychology	36.986482946	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.4.f	Sociology and Anthropology	23.112148693	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.4.g	Geography	33.119264634	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.5.a	Medicine and Dentistry	10.488088506	28270	Arts, design, entertainment, sports, and media	37490	3	Broadcast Technicians	3	1
27-4012	2.C.5.b	Therapy and Counseling	17.389651758	28270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.C.6	Education and Training	53.02290587	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.7.a	English Language	55.188507879	28270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.C.7.b	Foreign Language	7.8321680341	28270	Arts, design, entertainment, sports, and media	37490	3	Broadcast Technicians	3	1
27-4012	2.C.7.c	Fine Arts	18.70294091	28270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.C.7.d	History and Archeology	18.077610904	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.7.e	Philosophy and Theology	24.529864946	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.8.a	Public Safety and Security	46.540305085	28270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.C.8.b	Law and Government	34.22363388	28270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.C.9.a	Telecommunications	73.019565724	28270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.C.9.b	Communications and Media	71.404283988	28270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4013	2.C.1.a	Administration and Management	41.519014489	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.C.1.b	Clerical	58.820550671	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
